0.098630137	26	2.5
0.098630137	32.5	1.575
0.098630137	40	1.075
0.098630137	45	0.875
0.098630137	55	0.575
0.175342466	26	3.95
0.175342466	35	2.3
0.175342466	45	1.475
0.175342466	50	1.225
0.175342466	60	0.875
0.252054795	29	3.95
0.252054795	40	2.25
0.252054795	50	1.45
0.252054795	60	1.05
0.252054795	70	0.775
